Date	Kind of Business	NAICS  Code	Number of Records	Value
11/1/2007 	 Men's clothing stores	44811	1	804
11/1/2007 	Women's clothing stores	44812	1	3598
11/1/2007 	Family clothing stores	44814	1	8288
11/1/2007 	Other clothing stores	44819	1	1098
11/1/2007 	Shoe stores	4482	1	2258
11/1/2007 	Jewelry stores	44831	1	2792
11/1/2007 	Sporting goods hobby book and music stores	451	1	7740
11/1/2007 	 Sporting goods stores	45111	1	2939
11/1/2007 	 Hobby toy and game stores	45112	1	2208
11/1/2007 	Book stores	451211	1	1227
11/1/2007 	General merchandise stores	452	1	54310
11/1/2007 	Department stores (excl.L.D)	4521	1	20878
11/1/2007 	Department stores (incl. L.D.)(2)	4521	1	21320
11/1/2007 	Department stores(excl. discount department stores)	452111	1	7754
11/1/2007 	Department stores(excl. discount department stores)	452111	1	7962
11/1/2007 	Discount dept. stores	452112	1	13124
11/1/2007 	Discount dept. stores	452112	1	13358
11/1/2007 	Other general merchandise stores	4529	1	33432
11/1/2007 	Warehouse clubs and superstores	45291	1	29236
11/1/2007 	All other gen. merchandise stores	45299	1	4196
11/1/2007 	Miscellaneous store retailers	453	1	9703
11/1/2007 	Office supplies stationery and gift stores	4532	1	3563
11/1/2007 	Office supplies and stationery stores	45321	1	1880
11/1/2007 	Gift novelty and souvenir stores	45322	1	1683
11/1/2007 	Used merchandise stores	4533	1	944
11/1/2007 	Nonstore retailers	454	1	29497
11/1/2007 	Electronic shopping and mail-order houses	4541	1	21583
11/1/2007 	Fuel dealers	45431	1	3719
11/1/2007 	Food services and drinking places	722	1	35954
11/1/2007 	Full service restaurants	7221	1	15555
11/1/2007 	 Limited service eating places	7222	1	15136
11/1/2007 	Drinking places	7224	1	1623
12/1/2007 	 Retail and food services sales total		1	426699
12/1/2007 	GAFO(1)		1	144268
12/1/2007 	Retail sales and food services excl motor vehicle and parts		1	357628
12/1/2007 	Retail sales total		1	388095
12/1/2007 	Retail sales total (excl. motor vehicle and parts dealers)		1	319024
12/1/2007 	Motor vehicle and parts dealers	441	1	69071
12/1/2007 	Automobile dealers	4411	1	59124
12/1/2007 	Automobile and other motor vehicle dealers	44114412	1	63300
12/1/2007 	New car dealers	44111	1	53410
12/1/2007 	Used car dealers	44112	1	5714
12/1/2007 	Automotive parts acc. and tire stores	4413	1	5771
12/1/2007 	Furniture and home furnishings stores	442	1	10487
12/1/2007 	Furniture home furn electronics and appliance stores	442443	1	25707
12/1/2007 	Furniture stores	4421	1	4985
12/1/2007 	Home furnishings stores	4422	1	5502
12/1/2007 	Floor covering stores	44221	1	1610
12/1/2007 	All other home furnishings stores	442299	1	3771
12/1/2007 	Electronics and appliance stores	443	1	15220
12/1/2007 	Appl.TV and other elect. stores	44311	1	11939
12/1/2007 	Household appliance stores	443111	1	1665
12/1/2007 	 Radio T.V. and other elect. stores	443112	1	10274
12/1/2007 	 Computer and software stores	44312	1	2683
12/1/2007 	Building mat. and garden equip. and supplies dealers	444	1	22293
12/1/2007 	Building mat. and supplies dealers	4441	1	19900
12/1/2007 	Paint and wallpaper stores	44412	1	629
12/1/2007 	 Hardware stores	44413	1	1739
12/1/2007 	Food and beverage stores	445	1	51130
12/1/2007 	Grocery stores	4451	1	44476
12/1/2007 	Supermarkets and other grocery (except convenience) stores	44511	1	42581
12/1/2007 	Beer wine and liquor stores	4453	1	4403
12/1/2007 	Health and personal care stores	446	1	21689
12/1/2007 	Pharmacies and drug stores	44611	1	18434
12/1/2007 	Gasoline stations	447	1	39014
12/1/2007 	Clothing and clothing access. stores	448	1	30635
12/1/2007 	Clothing stores	4481	1	20843
12/1/2007 	 Men's clothing stores	44811	1	1237
12/1/2007 	Women's clothing stores	44812	1	4703
12/1/2007 	Family clothing stores	44814	1	11167
12/1/2007 	Other clothing stores	44819	1	1760
12/1/2007 	Shoe stores	4482	1	2983
12/1/2007 	Jewelry stores	44831	1	6521
12/1/2007 	Sporting goods hobby book and music stores	451	1	11794
12/1/2007 	 Sporting goods stores	45111	1	4496
12/1/2007 	 Hobby toy and game stores	45112	1	3253
12/1/2007 	Book stores	451211	1	2179
12/1/2007 	General merchandise stores	452	1	71499
12/1/2007 	Department stores (excl.L.D)	4521	1	29554
12/1/2007 	Department stores (incl. L.D.)(2)	4521	1	30153
12/1/2007 	Department stores(excl. discount department stores)	452111	1	11822
12/1/2007 	Department stores(excl. discount department stores)	452111	1	12120
12/1/2007 	Discount dept. stores	452112	1	17732
12/1/2007 	Discount dept. stores	452112	1	18033
12/1/2007 	Other general merchandise stores	4529	1	41945
12/1/2007 	Warehouse clubs and superstores	45291	1	36439
12/1/2007 	All other gen. merchandise stores	45299	1	5506
12/1/2007 	Miscellaneous store retailers	453	1	11273
12/1/2007 	Office supplies stationery and gift stores	4532	1	4633
12/1/2007 	Office supplies and stationery stores	45321	1	2144
12/1/2007 	Gift novelty and souvenir stores	45322	1	2489
12/1/2007 	Used merchandise stores	4533	1	1009
12/1/2007 	Nonstore retailers	454	1	33990
12/1/2007 	Electronic shopping and mail-order houses	4541	1	25289
12/1/2007 	Fuel dealers	45431	1	4681
12/1/2007 	Food services and drinking places	722	1	38604
12/1/2007 	Full service restaurants	7221	1	17354
12/1/2007 	 Limited service eating places	7222	1	15942
12/1/2007 	Drinking places	7224	1	1634
1/1/2008 	 Retail and food services sales total		1	343241
1/1/2008 	GAFO(1)		1	83353
1/1/2008 	Retail sales and food services excl motor vehicle and parts		1	277399
1/1/2008 	Retail sales total		1	308179
1/1/2008 	Retail sales total (excl. motor vehicle and parts dealers)		1	242337
1/1/2008 	Motor vehicle and parts dealers	441	1	65842
1/1/2008 	Automobile dealers	4411	1	56345
1/1/2008 	Automobile and other motor vehicle dealers	44114412	1	60169
1/1/2008 	New car dealers	44111	1	49794
1/1/2008 	Used car dealers	44112	1	6551
1/1/2008 	Automotive parts acc. and tire stores	4413	1	5673
1/1/2008 	Furniture and home furnishings stores	442	1	8186
1/1/2008 	Furniture home furn electronics and appliance stores	442443	1	16904
1/1/2008 	Furniture stores	4421	1	4603
1/1/2008 	Home furnishings stores	4422	1	3583
1/1/2008 	Floor covering stores	44221	1	1479
1/1/2008 	All other home furnishings stores	442299	1	1976
1/1/2008 	Electronics and appliance stores	443	1	8718
1/1/2008 	Appl.TV and other elect. stores	44311	1	6811
1/1/2008 	Household appliance stores	443111	1	1312
1/1/2008 	 Radio T.V. and other elect. stores	443112	1	5499
1/1/2008 	 Computer and software stores	44312	1	1621
1/1/2008 	Building mat. and garden equip. and supplies dealers	444	1	20596
1/1/2008 	Building mat. and supplies dealers	4441	1	18695
1/1/2008 	Paint and wallpaper stores	44412	1	674
1/1/2008 	 Hardware stores	44413	1	1420
1/1/2008 	Food and beverage stores	445	1	45808
1/1/2008 	Grocery stores	4451	1	41868
1/1/2008 	Supermarkets and other grocery (except convenience) stores	44511	1	40046
1/1/2008 	Beer wine and liquor stores	4453	1	2676
1/1/2008 	Health and personal care stores	446	1	20263
1/1/2008 	Pharmacies and drug stores	44611	1	17454
1/1/2008 	Gasoline stations	447	1	38679
1/1/2008 	Clothing and clothing access. stores	448	1	14185
1/1/2008 	Clothing stores	4481	1	10488
1/1/2008 	 Men's clothing stores	44811	1	615
1/1/2008 	Women's clothing stores	44812	1	2517
1/1/2008 	Family clothing stores	44814	1	5249
1/1/2008 	Other clothing stores	44819	1	966
1/1/2008 	Shoe stores	4482	1	1765
1/1/2008 	Jewelry stores	44831	1	1804
1/1/2008 	Sporting goods hobby book and music stores	451	1	6819
1/1/2008 	 Sporting goods stores	45111	1	2323
1/1/2008 	 Hobby toy and game stores	45112	1	1047
1/1/2008 	Book stores	451211	1	2303
1/1/2008 	General merchandise stores	452	1	42218
1/1/2008 	Department stores (excl.L.D)	4521	1	13229
1/1/2008 	Department stores (incl. L.D.)(2)	4521	1	13521
1/1/2008 	Department stores(excl. discount department stores)	452111	1	4548
1/1/2008 	Department stores(excl. discount department stores)	452111	1	4682
1/1/2008 	Discount dept. stores	452112	1	8681
1/1/2008 	Discount dept. stores	452112	1	8839
1/1/2008 	Other general merchandise stores	4529	1	28989
1/1/2008 	Warehouse clubs and superstores	45291	1	25783
1/1/2008 	All other gen. merchandise stores	45299	1	3206
1/1/2008 	Miscellaneous store retailers	453	1	9115
1/1/2008 	Office supplies stationery and gift stores	4532	1	3227
1/1/2008 	Office supplies and stationery stores	45321	1	2124
1/1/2008 	Gift novelty and souvenir stores	45322	1	1103
1/1/2008 	Used merchandise stores	4533	1	862
1/1/2008 	Nonstore retailers	454	1	27750
1/1/2008 	Electronic shopping and mail-order houses	4541	1	18635
1/1/2008 	Fuel dealers	45431	1	5462
1/1/2008 	Food services and drinking places	722	1	35062
1/1/2008 	Full service restaurants	7221	1	15501
1/1/2008 	 Limited service eating places	7222	1	14833
1/1/2008 	Drinking places	7224	1	1498
2/1/2008 	 Retail and food services sales total		1	344577
2/1/2008 	GAFO(1)		1	85985
